county_fips,time,t2m_mean_K
17015,2011-04-01,
17047,2011-04-01,
17071,2011-04-01,
17077,2011-04-01,
17067,2011-05-01,
17025,2011-05-01,
17185,2011-05-01,
17113,2011-05-01,
17005,2011-05-01,
17009,2011-05-01,
17083,2011-05-01,
17147,2011-05-01,
17151,2011-05-01,
17011,2011-05-01,
17029,2011-05-01,
17131,2011-05-01,
17049,2011-05-01,
17035,2011-05-01,
17033,2011-05-01,
17057,2011-05-01,
17135,2011-05-01,
17115,2011-05-01,
17055,2011-05-01,
17023,2011-05-01,
17161,2011-05-01,
17093,2011-05-01,
17031,2011-05-01,
17059,2011-05-01,
17103,2011-05-01,
17037,2011-05-01,
17175,2011-05-01,
17001,2011-05-01,
17075,2011-05-01,
17053,2011-05-01,
17041,2011-05-01,
17163,2011-05-01,
17189,2011-05-01,
17171,2011-05-01,
17159,2011-05-01,
17129,2011-05-01,
17065,2011-05-01,
17193,2011-05-01,
17039,2011-05-01,
17155,2011-05-01,
17169,2011-05-01,
17177,2011-05-01,
17181,2011-05-01,
17091,2011-05-01,
17027,2011-05-01,
17085,2011-05-01,
17199,2011-05-01,
17125,2011-05-01,
17105,2011-05-01,
17191,2011-05-01,
17089,2011-05-01,
17069,2011-05-01,
17063,2011-05-01,
17109,2011-05-01,
17127,2011-05-01,
17073,2011-05-01,
17061,2011-05-01,
17157,2011-05-01,
17149,2011-05-01,
17203,2011-05-01,
17145,2011-05-01,
17087,2011-05-01,
17173,2011-05-01,
17051,2011-05-01,
17201,2011-05-01,
17141,2011-05-01,
17139,2011-05-01,
17017,2011-05-01,
17167,2011-05-01,
17179,2011-05-01,
17099,2011-05-01,
17183,2011-05-01,
17007,2011-05-01,
17137,2011-05-01,
17123,2011-05-01,
17079,2011-05-01,
17013,2011-05-01,
17121,2011-05-01,
17187,2011-05-01,
17197,2011-05-01,
17153,2011-05-01,
17119,2011-05-01,
17133,2011-05-01,
17003,2011-05-01,
17043,2011-05-01,
17165,2011-05-01,
17097,2011-05-01,
17117,2011-05-01,
17195,2011-05-01,
17107,2011-05-01,
17081,2011-05-01,
17101,2011-05-01,
17143,2011-05-01,
17019,2011-05-01,
17045,2011-05-01,
17021,2011-05-01,
17095,2011-05-01,
17111,2011-05-01,
17015,2011-05-01,
17047,2011-05-01,
17071,2011-05-01,
17077,2011-05-01,
17067,2011-06-01,
17025,2011-06-01,
17185,2011-06-01,
17113,2011-06-01,
17005,2011-06-01,
17009,2011-06-01,
17083,2011-06-01,
17147,2011-06-01,
17151,2011-06-01,
17011,2011-06-01,
17029,2011-06-01,
17131,2011-06-01,
17049,2011-06-01,
17035,2011-06-01,
17033,2011-06-01,
17057,2011-06-01,
17135,2011-06-01,
17115,2011-06-01,
17055,2011-06-01,
17023,2011-06-01,
17161,2011-06-01,
17093,2011-06-01,
17031,2011-06-01,
17059,2011-06-01,
17103,2011-06-01,
17037,2011-06-01,
17175,2011-06-01,
17001,2011-06-01,
17075,2011-06-01,
17053,2011-06-01,
17041,2011-06-01,
17163,2011-06-01,
17189,2011-06-01,
17171,2011-06-01,
17159,2011-06-01,
17129,2011-06-01,
17065,2011-06-01,
17193,2011-06-01,
17039,2011-06-01,
17155,2011-06-01,
17169,2011-06-01,
17177,2011-06-01,
17181,2011-06-01,
17091,2011-06-01,
17027,2011-06-01,
17085,2011-06-01,
17199,2011-06-01,
17125,2011-06-01,
17105,2011-06-01,
17191,2011-06-01,
17089,2011-06-01,
17069,2011-06-01,
17063,2011-06-01,
17109,2011-06-01,
17127,2011-06-01,
17073,2011-06-01,
17061,2011-06-01,
17157,2011-06-01,
17149,2011-06-01,
17203,2011-06-01,
17145,2011-06-01,
17087,2011-06-01,
17173,2011-06-01,
17051,2011-06-01,
17201,2011-06-01,
17141,2011-06-01,
17139,2011-06-01,
17017,2011-06-01,
17167,2011-06-01,
17179,2011-06-01,
17099,2011-06-01,
17183,2011-06-01,
17007,2011-06-01,
17137,2011-06-01,
17123,2011-06-01,
17079,2011-06-01,
17013,2011-06-01,
17121,2011-06-01,
17187,2011-06-01,
17197,2011-06-01,
17153,2011-06-01,
17119,2011-06-01,
17133,2011-06-01,
17003,2011-06-01,
17043,2011-06-01,
17165,2011-06-01,
17097,2011-06-01,
17117,2011-06-01,
17195,2011-06-01,
17107,2011-06-01,
17081,2011-06-01,
17101,2011-06-01,
17143,2011-06-01,
17019,2011-06-01,
17045,2011-06-01,
17021,2011-06-01,
17095,2011-06-01,
17111,2011-06-01,
17015,2011-06-01,
17047,2011-06-01,
17071,2011-06-01,
17077,2011-06-01,
17067,2011-07-01,
17025,2011-07-01,
17185,2011-07-01,
17113,2011-07-01,
17005,2011-07-01,
17009,2011-07-01,
17083,2011-07-01,
17147,2011-07-01,
17151,2011-07-01,
17011,2011-07-01,
17029,2011-07-01,
17131,2011-07-01,
17049,2011-07-01,
17035,2011-07-01,
17033,2011-07-01,
17057,2011-07-01,
17135,2011-07-01,
17115,2011-07-01,
17055,2011-07-01,
17023,2011-07-01,
17161,2011-07-01,
17093,2011-07-01,
17031,2011-07-01,
17059,2011-07-01,
17103,2011-07-01,
17037,2011-07-01,
17175,2011-07-01,
17001,2011-07-01,
17075,2011-07-01,
17053,2011-07-01,
17041,2011-07-01,
17163,2011-07-01,
17189,2011-07-01,
17171,2011-07-01,
17159,2011-07-01,
17129,2011-07-01,
17065,2011-07-01,
17193,2011-07-01,
17039,2011-07-01,
17155,2011-07-01,
17169,2011-07-01,
17177,2011-07-01,
17181,2011-07-01,
17091,2011-07-01,
17027,2011-07-01,
17085,2011-07-01,
17199,2011-07-01,
17125,2011-07-01,
17105,2011-07-01,
17191,2011-07-01,
17089,2011-07-01,
17069,2011-07-01,
17063,2011-07-01,
17109,2011-07-01,
17127,2011-07-01,
17073,2011-07-01,
17061,2011-07-01,
17157,2011-07-01,
17149,2011-07-01,
17203,2011-07-01,
17145,2011-07-01,
17087,2011-07-01,
17173,2011-07-01,
17051,2011-07-01,
17201,2011-07-01,
17141,2011-07-01,
17139,2011-07-01,
17017,2011-07-01,
17167,2011-07-01,
17179,2011-07-01,
17099,2011-07-01,
17183,2011-07-01,
17007,2011-07-01,
17137,2011-07-01,
17123,2011-07-01,
17079,2011-07-01,
17013,2011-07-01,
17121,2011-07-01,
17187,2011-07-01,
17197,2011-07-01,
17153,2011-07-01,
17119,2011-07-01,
17133,2011-07-01,
17003,2011-07-01,
17043,2011-07-01,
17165,2011-07-01,
17097,2011-07-01,
17117,2011-07-01,
17195,2011-07-01,
17107,2011-07-01,
17081,2011-07-01,
17101,2011-07-01,
17143,2011-07-01,
17019,2011-07-01,
17045,2011-07-01,
17021,2011-07-01,
17095,2011-07-01,
17111,2011-07-01,
17015,2011-07-01,
17047,2011-07-01,
17071,2011-07-01,
17077,2011-07-01,
17067,2011-08-01,
17025,2011-08-01,
17185,2011-08-01,
17113,2011-08-01,
17005,2011-08-01,
17009,2011-08-01,
17083,2011-08-01,
17147,2011-08-01,
17151,2011-08-01,
17011,2011-08-01,
17029,2011-08-01,
17131,2011-08-01,
17049,2011-08-01,
17035,2011-08-01,
17033,2011-08-01,
17057,2011-08-01,
17135,2011-08-01,
17115,2011-08-01,
17055,2011-08-01,
17023,2011-08-01,
17161,2011-08-01,
17093,2011-08-01,
17031,2011-08-01,
17059,2011-08-01,
17103,2011-08-01,
17037,2011-08-01,
17175,2011-08-01,
17001,2011-08-01,
17075,2011-08-01,
17053,2011-08-01,
17041,2011-08-01,
17163,2011-08-01,
17189,2011-08-01,
17171,2011-08-01,
17159,2011-08-01,
17129,2011-08-01,
17065,2011-08-01,
17193,2011-08-01,
17039,2011-08-01,
17155,2011-08-01,
17169,2011-08-01,
17177,2011-08-01,
17181,2011-08-01,
17091,2011-08-01,
17027,2011-08-01,
17085,2011-08-01,
17199,2011-08-01,
17125,2011-08-01,
17105,2011-08-01,
17191,2011-08-01,
17089,2011-08-01,
17069,2011-08-01,
17063,2011-08-01,
17109,2011-08-01,
17127,2011-08-01,
17073,2011-08-01,
17061,2011-08-01,
17157,2011-08-01,
17149,2011-08-01,
17203,2011-08-01,
17145,2011-08-01,
17087,2011-08-01,
17173,2011-08-01,
17051,2011-08-01,
17201,2011-08-01,
17141,2011-08-01,
17139,2011-08-01,
17017,2011-08-01,
17167,2011-08-01,
17179,2011-08-01,
17099,2011-08-01,
17183,2011-08-01,
17007,2011-08-01,
17137,2011-08-01,
17123,2011-08-01,
17079,2011-08-01,
17013,2011-08-01,
17121,2011-08-01,
17187,2011-08-01,
17197,2011-08-01,
17153,2011-08-01,
17119,2011-08-01,
17133,2011-08-01,
17003,2011-08-01,
17043,2011-08-01,
17165,2011-08-01,
17097,2011-08-01,
17117,2011-08-01,
17195,2011-08-01,
17107,2011-08-01,
17081,2011-08-01,
17101,2011-08-01,
17143,2011-08-01,
17019,2011-08-01,
17045,2011-08-01,
17021,2011-08-01,
17095,2011-08-01,
17111,2011-08-01,
17015,2011-08-01,
17047,2011-08-01,
17071,2011-08-01,
17077,2011-08-01,
17067,2011-09-01,
17025,2011-09-01,
17185,2011-09-01,
17113,2011-09-01,
17005,2011-09-01,
17009,2011-09-01,
17083,2011-09-01,
17147,2011-09-01,
17151,2011-09-01,
17011,2011-09-01,
17029,2011-09-01,
17131,2011-09-01,
17049,2011-09-01,
17035,2011-09-01,
17033,2011-09-01,
17057,2011-09-01,
17135,2011-09-01,
17115,2011-09-01,
17055,2011-09-01,
17023,2011-09-01,
17161,2011-09-01,
17093,2011-09-01,
17031,2011-09-01,
17059,2011-09-01,
17103,2011-09-01,
17037,2011-09-01,
17175,2011-09-01,
17001,2011-09-01,
17075,2011-09-01,
17053,2011-09-01,
17041,2011-09-01,
17163,2011-09-01,
17189,2011-09-01,
17171,2011-09-01,
17159,2011-09-01,
17129,2011-09-01,
17065,2011-09-01,
17193,2011-09-01,
17039,2011-09-01,
17155,2011-09-01,
17169,2011-09-01,
17177,2011-09-01,
17181,2011-09-01,
17091,2011-09-01,
17027,2011-09-01,
17085,2011-09-01,
17199,2011-09-01,
17125,2011-09-01,
17105,2011-09-01,
17191,2011-09-01,
17089,2011-09-01,
17069,2011-09-01,
17063,2011-09-01,
17109,2011-09-01,
17127,2011-09-01,
17073,2011-09-01,
17061,2011-09-01,
17157,2011-09-01,
17149,2011-09-01,
17203,2011-09-01,
17145,2011-09-01,
17087,2011-09-01,
17173,2011-09-01,
17051,2011-09-01,
17201,2011-09-01,
17141,2011-09-01,
17139,2011-09-01,
17017,2011-09-01,
17167,2011-09-01,
17179,2011-09-01,
17099,2011-09-01,
17183,2011-09-01,
17007,2011-09-01,
17137,2011-09-01,
17123,2011-09-01,
17079,2011-09-01,
17013,2011-09-01,
17121,2011-09-01,
17187,2011-09-01,
17197,2011-09-01,
17153,2011-09-01,
17119,2011-09-01,
17133,2011-09-01,
17003,2011-09-01,
17043,2011-09-01,
17165,2011-09-01,
17097,2011-09-01,
17117,2011-09-01,
17195,2011-09-01,
17107,2011-09-01,
17081,2011-09-01,
17101,2011-09-01,
17143,2011-09-01,
17019,2011-09-01,
17045,2011-09-01,
17021,2011-09-01,
17095,2011-09-01,
17111,2011-09-01,
17015,2011-09-01,
17047,2011-09-01,
17071,2011-09-01,
17077,2011-09-01,
17067,2011-10-01,
17025,2011-10-01,
17185,2011-10-01,
17113,2011-10-01,
17005,2011-10-01,
17009,2011-10-01,
17083,2011-10-01,
17147,2011-10-01,
17151,2011-10-01,
17011,2011-10-01,
17029,2011-10-01,
17131,2011-10-01,
17049,2011-10-01,
17035,2011-10-01,
17033,2011-10-01,
17057,2011-10-01,
17135,2011-10-01,
17115,2011-10-01,
17055,2011-10-01,
17023,2011-10-01,
17161,2011-10-01,
17093,2011-10-01,
17031,2011-10-01,
17059,2011-10-01,
17103,2011-10-01,
17037,2011-10-01,
17175,2011-10-01,
17001,2011-10-01,
17075,2011-10-01,
17053,2011-10-01,
17041,2011-10-01,
17163,2011-10-01,
17189,2011-10-01,
17171,2011-10-01,
17159,2011-10-01,
17129,2011-10-01,
17065,2011-10-01,
17193,2011-10-01,
17039,2011-10-01,
17155,2011-10-01,
17169,2011-10-01,
17177,2011-10-01,
17181,2011-10-01,
17091,2011-10-01,
17027,2011-10-01,
17085,2011-10-01,
17199,2011-10-01,
17125,2011-10-01,
17105,2011-10-01,
17191,2011-10-01,
17089,2011-10-01,
17069,2011-10-01,
17063,2011-10-01,
17109,2011-10-01,
17127,2011-10-01,
17073,2011-10-01,
17061,2011-10-01,
17157,2011-10-01,
17149,2011-10-01,
17203,2011-10-01,
17145,2011-10-01,
17087,2011-10-01,
17173,2011-10-01,
17051,2011-10-01,
17201,2011-10-01,
17141,2011-10-01,
17139,2011-10-01,
17017,2011-10-01,
17167,2011-10-01,
17179,2011-10-01,
17099,2011-10-01,
17183,2011-10-01,
17007,2011-10-01,
17137,2011-10-01,
17123,2011-10-01,
17079,2011-10-01,
17013,2011-10-01,
17121,2011-10-01,
17187,2011-10-01,
17197,2011-10-01,
17153,2011-10-01,
17119,2011-10-01,
17133,2011-10-01,
17003,2011-10-01,
17043,2011-10-01,
17165,2011-10-01,
17097,2011-10-01,
17117,2011-10-01,
17195,2011-10-01,
17107,2011-10-01,
17081,2011-10-01,
17101,2011-10-01,
17143,2011-10-01,
17019,2011-10-01,
17045,2011-10-01,
17021,2011-10-01,
17095,2011-10-01,
17111,2011-10-01,
17015,2011-10-01,
17047,2011-10-01,
17071,2011-10-01,
17077,2011-10-01,
17067,2011-11-01,
17025,2011-11-01,
17185,2011-11-01,
17113,2011-11-01,
17005,2011-11-01,
17009,2011-11-01,
17083,2011-11-01,
17147,2011-11-01,
17151,2011-11-01,
17011,2011-11-01,
17029,2011-11-01,
17131,2011-11-01,
17049,2011-11-01,
17035,2011-11-01,
17033,2011-11-01,
17057,2011-11-01,
17135,2011-11-01,
17115,2011-11-01,
17055,2011-11-01,
17023,2011-11-01,
17161,2011-11-01,
17093,2011-11-01,
17031,2011-11-01,
17059,2011-11-01,
17103,2011-11-01,
17037,2011-11-01,
17175,2011-11-01,
17001,2011-11-01,
17075,2011-11-01,
17053,2011-11-01,
17041,2011-11-01,
17163,2011-11-01,
17189,2011-11-01,
17171,2011-11-01,
17159,2011-11-01,
17129,2011-11-01,
17065,2011-11-01,
17193,2011-11-01,
17039,2011-11-01,
17155,2011-11-01,
17169,2011-11-01,
17177,2011-11-01,
17181,2011-11-01,
17091,2011-11-01,
17027,2011-11-01,
17085,2011-11-01,
17199,2011-11-01,
17125,2011-11-01,
17105,2011-11-01,
17191,2011-11-01,
17089,2011-11-01,
17069,2011-11-01,
17063,2011-11-01,
17109,2011-11-01,
17127,2011-11-01,
17073,2011-11-01,
17061,2011-11-01,
17157,2011-11-01,
17149,2011-11-01,
17203,2011-11-01,
17145,2011-11-01,
17087,2011-11-01,
17173,2011-11-01,
17051,2011-11-01,
17201,2011-11-01,
17141,2011-11-01,
17139,2011-11-01,
17017,2011-11-01,
17167,2011-11-01,
17179,2011-11-01,
17099,2011-11-01,
17183,2011-11-01,
17007,2011-11-01,
17137,2011-11-01,
17123,2011-11-01,
17079,2011-11-01,
17013,2011-11-01,
17121,2011-11-01,
17187,2011-11-01,
17197,2011-11-01,
17153,2011-11-01,
17119,2011-11-01,
17133,2011-11-01,
17003,2011-11-01,
17043,2011-11-01,
17165,2011-11-01,
17097,2011-11-01,
17117,2011-11-01,
17195,2011-11-01,
17107,2011-11-01,
17081,2011-11-01,
17101,2011-11-01,
17143,2011-11-01,
17019,2011-11-01,
17045,2011-11-01,
17021,2011-11-01,
17095,2011-11-01,
17111,2011-11-01,
17015,2011-11-01,
17047,2011-11-01,
17071,2011-11-01,
17077,2011-11-01,
17067,2011-12-01,
17025,2011-12-01,
17185,2011-12-01,
17113,2011-12-01,
17005,2011-12-01,
17009,2011-12-01,
17083,2011-12-01,
17147,2011-12-01,
17151,2011-12-01,
17011,2011-12-01,
17029,2011-12-01,
17131,2011-12-01,
17049,2011-12-01,
17035,2011-12-01,
17033,2011-12-01,
17057,2011-12-01,
17135,2011-12-01,
17115,2011-12-01,
17055,2011-12-01,
17023,2011-12-01,
17161,2011-12-01,
17093,2011-12-01,
17031,2011-12-01,
17059,2011-12-01,
17103,2011-12-01,
17037,2011-12-01,
17175,2011-12-01,
17001,2011-12-01,
17075,2011-12-01,
17053,2011-12-01,
17041,2011-12-01,
17163,2011-12-01,
17189,2011-12-01,
17171,2011-12-01,
17159,2011-12-01,
17129,2011-12-01,
17065,2011-12-01,
17193,2011-12-01,
17039,2011-12-01,
17155,2011-12-01,
17169,2011-12-01,
17177,2011-12-01,
17181,2011-12-01,
17091,2011-12-01,
17027,2011-12-01,
17085,2011-12-01,
17199,2011-12-01,
17125,2011-12-01,
17105,2011-12-01,
17191,2011-12-01,
17089,2011-12-01,
17069,2011-12-01,
17063,2011-12-01,
17109,2011-12-01,
17127,2011-12-01,
17073,2011-12-01,
17061,2011-12-01,
17157,2011-12-01,
17149,2011-12-01,
17203,2011-12-01,
17145,2011-12-01,
17087,2011-12-01,
17173,2011-12-01,
17051,2011-12-01,
17201,2011-12-01,
17141,2011-12-01,
17139,2011-12-01,
17017,2011-12-01,
17167,2011-12-01,
17179,2011-12-01,
17099,2011-12-01,
17183,2011-12-01,
17007,2011-12-01,
17137,2011-12-01,
17123,2011-12-01,
17079,2011-12-01,
17013,2011-12-01,
17121,2011-12-01,
17187,2011-12-01,
17197,2011-12-01,
17153,2011-12-01,
17119,2011-12-01,
17133,2011-12-01,
17003,2011-12-01,
17043,2011-12-01,
17165,2011-12-01,
17097,2011-12-01,
17117,2011-12-01,
17195,2011-12-01,
17107,2011-12-01,
17081,2011-12-01,
17101,2011-12-01,
17143,2011-12-01,
17019,2011-12-01,
17045,2011-12-01,
17021,2011-12-01,
17095,2011-12-01,
17111,2011-12-01,
17015,2011-12-01,
17047,2011-12-01,
17071,2011-12-01,
17077,2011-12-01,
17067,2012-01-01,
17025,2012-01-01,
17185,2012-01-01,
17113,2012-01-01,
17005,2012-01-01,
17009,2012-01-01,
17083,2012-01-01,
17147,2012-01-01,
17151,2012-01-01,
17011,2012-01-01,
17029,2012-01-01,
17131,2012-01-01,
17049,2012-01-01,
17035,2012-01-01,
17033,2012-01-01,
17057,2012-01-01,
17135,2012-01-01,
17115,2012-01-01,
17055,2012-01-01,
17023,2012-01-01,
17161,2012-01-01,
17093,2012-01-01,
17031,2012-01-01,
17059,2012-01-01,
17103,2012-01-01,
17037,2012-01-01,
17175,2012-01-01,
17001,2012-01-01,
17075,2012-01-01,
17053,2012-01-01,
17041,2012-01-01,
17163,2012-01-01,
17189,2012-01-01,
17171,2012-01-01,
17159,2012-01-01,
17129,2012-01-01,
17065,2012-01-01,
17193,2012-01-01,
17039,2012-01-01,
17155,2012-01-01,
17169,2012-01-01,
17177,2012-01-01,
17181,2012-01-01,
17091,2012-01-01,
17027,2012-01-01,
17085,2012-01-01,
17199,2012-01-01,
17125,2012-01-01,
17105,2012-01-01,
17191,2012-01-01,
17089,2012-01-01,
17069,2012-01-01,
17063,2012-01-01,
17109,2012-01-01,
17127,2012-01-01,
17073,2012-01-01,
17061,2012-01-01,
17157,2012-01-01,
17149,2012-01-01,
17203,2012-01-01,
17145,2012-01-01,
17087,2012-01-01,
17173,2012-01-01,
17051,2012-01-01,
17201,2012-01-01,
17141,2012-01-01,
17139,2012-01-01,
17017,2012-01-01,
17167,2012-01-01,
17179,2012-01-01,
17099,2012-01-01,
17183,2012-01-01,
17007,2012-01-01,
17137,2012-01-01,
17123,2012-01-01,
17079,2012-01-01,
17013,2012-01-01,
17121,2012-01-01,
17187,2012-01-01,
17197,2012-01-01,
17153,2012-01-01,
17119,2012-01-01,
17133,2012-01-01,
17003,2012-01-01,
17043,2012-01-01,
17165,2012-01-01,
17097,2012-01-01,
17117,2012-01-01,
17195,2012-01-01,
17107,2012-01-01,
17081,2012-01-01,
17101,2012-01-01,
17143,2012-01-01,
17019,2012-01-01,
17045,2012-01-01,
17021,2012-01-01,
17095,2012-01-01,
17111,2012-01-01,
17015,2012-01-01,
17047,2012-01-01,
17071,2012-01-01,
17077,2012-01-01,
17067,2012-02-01,
17025,2012-02-01,
17185,2012-02-01,
17113,2012-02-01,
17005,2012-02-01,
17009,2012-02-01,
17083,2012-02-01,
17147,2012-02-01,
17151,2012-02-01,
17011,2012-02-01,
17029,2012-02-01,
17131,2012-02-01,
17049,2012-02-01,
17035,2012-02-01,
17033,2012-02-01,
17057,2012-02-01,
17135,2012-02-01,
17115,2012-02-01,
17055,2012-02-01,
17023,2012-02-01,
17161,2012-02-01,
17093,2012-02-01,
17031,2012-02-01,
17059,2012-02-01,
17103,2012-02-01,
17037,2012-02-01,
17175,2012-02-01,
17001,2012-02-01,
17075,2012-02-01,
17053,2012-02-01,
17041,2012-02-01,
17163,2012-02-01,
17189,2012-02-01,
17171,2012-02-01,
17159,2012-02-01,
17129,2012-02-01,
17065,2012-02-01,
17193,2012-02-01,
17039,2012-02-01,
17155,2012-02-01,
17169,2012-02-01,
17177,2012-02-01,
17181,2012-02-01,
17091,2012-02-01,
17027,2012-02-01,
17085,2012-02-01,
17199,2012-02-01,
17125,2012-02-01,
17105,2012-02-01,
17191,2012-02-01,
17089,2012-02-01,
17069,2012-02-01,
17063,2012-02-01,
17109,2012-02-01,
17127,2012-02-01,
17073,2012-02-01,
17061,2012-02-01,
17157,2012-02-01,
17149,2012-02-01,
17203,2012-02-01,
17145,2012-02-01,
17087,2012-02-01,
17173,2012-02-01,
17051,2012-02-01,
17201,2012-02-01,
17141,2012-02-01,
17139,2012-02-01,
17017,2012-02-01,
17167,2012-02-01,
17179,2012-02-01,
17099,2012-02-01,
17183,2012-02-01,
17007,2012-02-01,
17137,2012-02-01,
17123,2012-02-01,
17079,2012-02-01,
17013,2012-02-01,
17121,2012-02-01,
17187,2012-02-01,
17197,2012-02-01,
17153,2012-02-01,
17119,2012-02-01,
17133,2012-02-01,
17003,2012-02-01,
17043,2012-02-01,
17165,2012-02-01,
17097,2012-02-01,
17117,2012-02-01,
17195,2012-02-01,
17107,2012-02-01,
17081,2012-02-01,
17101,2012-02-01,
17143,2012-02-01,
17019,2012-02-01,
17045,2012-02-01,
17021,2012-02-01,
17095,2012-02-01,
17111,2012-02-01,
17015,2012-02-01,
17047,2012-02-01,
17071,2012-02-01,
17077,2012-02-01,
17067,2012-03-01,
17025,2012-03-01,
17185,2012-03-01,
17113,2012-03-01,
17005,2012-03-01,
17009,2012-03-01,
17083,2012-03-01,
17147,2012-03-01,
17151,2012-03-01,
17011,2012-03-01,
17029,2012-03-01,
17131,2012-03-01,
17049,2012-03-01,
17035,2012-03-01,
17033,2012-03-01,
17057,2012-03-01,
17135,2012-03-01,
17115,2012-03-01,
17055,2012-03-01,
17023,2012-03-01,
17161,2012-03-01,
17093,2012-03-01,
17031,2012-03-01,
17059,2012-03-01,
17103,2012-03-01,
17037,2012-03-01,
17175,2012-03-01,
17001,2012-03-01,
17075,2012-03-01,
17053,2012-03-01,
17041,2012-03-01,
17163,2012-03-01,
17189,2012-03-01,
17171,2012-03-01,
17159,2012-03-01,
17129,2012-03-01,
17065,2012-03-01,
17193,2012-03-01,
17039,2012-03-01,
17155,2012-03-01,
17169,2012-03-01,
17177,2012-03-01,
17181,2012-03-01,
17091,2012-03-01,
17027,2012-03-01,
17085,2012-03-01,
17199,2012-03-01,
17125,2012-03-01,
17105,2012-03-01,
17191,2012-03-01,
17089,2012-03-01,
17069,2012-03-01,
17063,2012-03-01,
17109,2012-03-01,
17127,2012-03-01,
17073,2012-03-01,
17061,2012-03-01,
17157,2012-03-01,
17149,2012-03-01,
17203,2012-03-01,
17145,2012-03-01,
17087,2012-03-01,
17173,2012-03-01,
17051,2012-03-01,
17201,2012-03-01,
17141,2012-03-01,
17139,2012-03-01,
17017,2012-03-01,
17167,2012-03-01,
17179,2012-03-01,
17099,2012-03-01,
17183,2012-03-01,
17007,2012-03-01,
17137,2012-03-01,
17123,2012-03-01,
17079,2012-03-01,
17013,2012-03-01,
17121,2012-03-01,
17187,2012-03-01,
17197,2012-03-01,
17153,2012-03-01,
17119,2012-03-01,
17133,2012-03-01,
17003,2012-03-01,
17043,2012-03-01,
17165,2012-03-01,
17097,2012-03-01,
17117,2012-03-01,
17195,2012-03-01,
17107,2012-03-01,
17081,2012-03-01,
17101,2012-03-01,
17143,2012-03-01,
17019,2012-03-01,
17045,2012-03-01,
17021,2012-03-01,
17095,2012-03-01,
17111,2012-03-01,
17015,2012-03-01,
17047,2012-03-01,
17071,2012-03-01,
17077,2012-03-01,
17067,2012-04-01,
17025,2012-04-01,
17185,2012-04-01,
17113,2012-04-01,
17005,2012-04-01,
17009,2012-04-01,
17083,2012-04-01,
17147,2012-04-01,
17151,2012-04-01,
17011,2012-04-01,
17029,2012-04-01,
17131,2012-04-01,
17049,2012-04-01,
17035,2012-04-01,
17033,2012-04-01,
17057,2012-04-01,
17135,2012-04-01,
17115,2012-04-01,
17055,2012-04-01,
17023,2012-04-01,
17161,2012-04-01,
17093,2012-04-01,
17031,2012-04-01,
17059,2012-04-01,
17103,2012-04-01,
17037,2012-04-01,
17175,2012-04-01,
17001,2012-04-01,
17075,2012-04-01,
17053,2012-04-01,
17041,2012-04-01,
17163,2012-04-01,
17189,2012-04-01,
17171,2012-04-01,
17159,2012-04-01,
17129,2012-04-01,
17065,2012-04-01,
17193,2012-04-01,
17039,2012-04-01,
17155,2012-04-01,
17169,2012-04-01,
17177,2012-04-01,
17181,2012-04-01,
17091,2012-04-01,
17027,2012-04-01,
17085,2012-04-01,
17199,2012-04-01,
17125,2012-04-01,
17105,2012-04-01,
17191,2012-04-01,
17089,2012-04-01,
17069,2012-04-01,
17063,2012-04-01,
17109,2012-04-01,
17127,2012-04-01,
17073,2012-04-01,
17061,2012-04-01,
17157,2012-04-01,
17149,2012-04-01,
17203,2012-04-01,
17145,2012-04-01,
17087,2012-04-01,
17173,2012-04-01,
17051,2012-04-01,
17201,2012-04-01,
17141,2012-04-01,
17139,2012-04-01,
17017,2012-04-01,
17167,2012-04-01,
17179,2012-04-01,
17099,2012-04-01,
17183,2012-04-01,
17007,2012-04-01,
17137,2012-04-01,
17123,2012-04-01,
17079,2012-04-01,
17013,2012-04-01,
17121,2012-04-01,
17187,2012-04-01,
17197,2012-04-01,
17153,2012-04-01,
17119,2012-04-01,
17133,2012-04-01,
17003,2012-04-01,
17043,2012-04-01,
17165,2012-04-01,
17097,2012-04-01,
17117,2012-04-01,
17195,2012-04-01,
17107,2012-04-01,
17081,2012-04-01,
17101,2012-04-01,
17143,2012-04-01,
17019,2012-04-01,
17045,2012-04-01,
17021,2012-04-01,
17095,2012-04-01,
17111,2012-04-01,
17015,2012-04-01,
17047,2012-04-01,
17071,2012-04-01,
17077,2012-04-01,
17067,2012-05-01,
